,chat
1959,때네
1967,거기서
1968,죽었구만
1971,오늘
1972,개총
1973,안가고
1974,공부할라고
1976,나도
1977,동아리
1978,그거
1979,아니
1980,엿음
1981,안갔지
1982,진짜
1983,어제
1984,너무
1985,별로
1986,엿다
1989,내일
1991,넘어서
1992,갈겡
1993,갠차나
1995,가서
1996,인강
1997,들을
1998,수도
2001,이거
2003,고정공부
2004,일정
2005,전공
2006,학교
2007,과제
2009,교수님
2010,하루만에
2011,진도나간양
2012,일요일까지
2014,공부해야
2016,연습문제
2017,풀기
2018,꿀잼
2020,인생
2021,잼네
2022,오킹오킹
2023,아무
2024,때나와
2026,와서
2027,공부하고
2029,끄래
2030,나랑
2031,공부하자
2032,성호야
2033,야야야
2034,거기
2035,누구
2036,오는지
2037,알오
2038,대박이야
2040,궁금해
2041,여자면
2042,들어는
2043,볼게
2045,겅부할
2047,없어요
2049,짱이지
2051,미터
2052,달리기도
2053,한다
2055,아침부터
2056,가서
2057,유명인들
2059,사진
2060,찍어
2061,오셈
2064,시로
2065,내가
2066,유명인이즤
2068,족발
2069,먹으러
2070,간다
2072,부럽네
2073,성호야
2075,자랑할
2077,있다
2078,우리
2079,예주
2081,모고
2083,떴대
2084,도랏즤
2089,이번에
2090,모고
2091,작년
2092,불수능
2093,수준이였다는데
2094,역시
2095,갓예주
2096,언니보다
2097,나아
2099,그거
2100,인정
2101,떵호
2103,빠가
2104,사리된
2105,기분
2111,노트북
2112,있지
2113,고럼
2114,당연하젱
2115,저희
2116,집에
2118,있습니다
2119,공부하러
2120,오세용
2125,호텔이야
2127,결혼하면
2128,저렇게
2129,해주라
2131,두그릇이야
2133,서울
2134,특별시
2135,광진구
2136,광나루로
2138,화양동
2140,여기
2142,주소
2144,봐도
2145,어려을수도
2147,지금
2148,강변역
2150,내리면
2151,연락해봐
2153,네네
2157,봉투가
2158,도착했어요
2160,너무
2161,고마오
2169,앞으로도
2170,진상
2172,많이
2173,할게
2175,돈으로
2176,거울
2178,사라
2180,받기
2181,완료
2182,받은
2183,돈은
2184,송금
2186,온오프라인
2187,결제는
2188,물론
2190,은행
2191,계좌로
2192,출금
2193,가능해요
2197,호선
2198,타서
2199,지금
2200,뚝섬유원지다
2201,꿀잼
2202,돌아간다
2203,건대로
2205,건대
2206,올리브
2207,영에서
2208,스프레이하고
2209,바로
2210,호선
2211,탄다하지
2212,않앗나
2215,아니
2216,그게
2217,환각제인가
2225,하이고
2227,늦겟네
2230,어제
2231,막걸리
2238,취기
2239,아직도
2240,있네
2241,아니
2242,어이없는게
2243,내가
2244,무의식
2245,중에
2246,호선으로
2247,가서
2249,호선
2250,타야지
2251,하고
2252,호선
2253,타는데
2254,가서
2255,탓는데
2264,호선잼
2265,어린이대공원역
2266,매직
2269,어제
2270,죽는줄
2273,개끌
2274,잼인것처럼
2275,보이는데
2292,유튜버
2293,데뷔햇네
2294,뭐야
2295,영상하나도
2296,없네
2306,바빠
2307,영상
2309,올려바
2311,구독해
2312,임마
2316,요즘
2317,제일
2318,먹고
2319,싶은거
2320,삼겹살이였는데
2321,미쳤나봐
2322,크으으
2323,개꿀맛
2325,나랑
2326,육전
2327,식당
2328,가자
2332,고문옴
2336,고문
2338,필라테스
2344,과제
2345,폭탄이다
2346,주차인데
2347,하나
2348,끝낼
2349,때마다
2351,계속
2352,생겨
2353,과제
2354,보존
2355,법칙
2356,이다
2357,과제보존
2361,껬다
2363,성호
2365,언제
2366,보냐
2367,시간
2368,내서
2369,보면
2370,되지
2371,그건
2372,문제
2374,과제
2375,후딱
2376,끝내놔야지
2377,전에
2378,성호
2379,목요일에
2380,머함
2381,목욜날에
2382,아무것도
2383,안할듯
2384,과제만
2386,안나오면
2388,목욜에
2390,볼라
2391,했는데
2392,애매띠
2393,성호
2394,오늘
2395,나랑
2396,바새자
2401,어제
2402,과제
2404,끝낫는데
2406,오늘
2408,생김
2409,진짜
2410,할거
2411,개많냐
2412,왤캐학년
2413,별로다
2415,학년
2416,앞에
2418,할소리냐
2419,학년이
2420,미적
2421,기초
2422,공부하는건
2423,오늘
2424,나랑
2425,시까지
2426,반칙
2427,아닙니까
2428,공부하자
2430,미적이
2431,제일
2432,힘들어
2433,학년
2434,학살하러
2435,간거잖아
2438,학점
2439,사냥꾼아
2440,학살
2441,당하고
2442,있어
2445,내용
2447,몰라
2448,그날
2449,인강
2450,하나
2451,듣고
2453,뒤로
2454,공부
2455,하나도
2456,안함
2457,심각합니다
2458,그러면
2459,안됩니다
2460,홍서영양
2461,오늘
2464,오전
2465,수업이라
2466,밤새면
2467,안대
2469,아프리카
2470,티비
2471,찍는다
2472,공부
2473,방송
2474,시청자
2475,이네
2493,웃겨
2494,내일
2497,창석쓰
2498,휴가
2499,목요일
2500,학교
2501,쨀것
2504,장난
2505,하나
2507,학교가
2509,중요한데
2510,학년도
2511,아니고
2514,학뇬이얌
2517,뒤에서
2518,학년이지
2520,암튼
2521,알고
2522,잇을게
2524,과제
2525,베껴서
2526,내니까
2527,예주가
2528,초래
2529,현타옴
2531,많이
2532,쳐줫네
2534,감사히
2535,생각해
2536,일단
2537,오늘
2538,시까지
2539,빡공갑니다
2540,열시미
2541,하자
2546,제발
2547,욜심히
2549,하기
2550,싫다
2553,저날
2554,공부
2556,안함
2567,진짜
2571,열심히
2572,산다
2574,성호
2575,모해
2576,회기와라
2577,얌마
2578,오늘
2579,앙댑니다
2580,개총이
2581,있는
2582,날이에
2594,미쳤나
2595,이게
2597,성호야
2599,정중
2600,동창회좀
2601,열어바
2603,자주
2604,연락하는
2605,애들
2606,중학교
2607,애들
2608,중엨
2610,손에
2611,꼽아
2612,우석
2613,동재
2614,재혁
2615,중원
2616,그리고
2617,동창회라는
2619,열기엔
2620,너무
2621,어려
2622,우리
2630,우석이
2631,동재
2632,알지
2634,우리가
2635,뭐가
2636,어려
2637,슴셋이야
2638,임마
2641,천안감
2643,유오씨
2645,미팅
2646,잡아라
2648,학년이라
2649,아무도
2650,몰라
2652,성호야
2653,창석이
2654,들어갔다
2656,엉엉
2664,성호
2665,이거
2666,풀수
2667,있음
2668,그냥
2669,원뿔부피구하는
2671,아님
2672,성호
2674,안자
2675,저거
2677,기호야
2678,마이크로
2681,오늘
2682,수업
2683,듣고
2684,개멘붕
2685,와가지고
2691,나랑
2692,밤새자
2694,저건
2695,용철이가
2696,풀어
2697,줫오
2698,감성에
2699,치인다
2700,용이
2708,성호야
2710,진짜
2711,뒤지겠다
2712,컴공
2713,욕나와
2717,공부해
2718,열고
2719,체역학
2720,공수
2721,애들
2722,갑자기
2723,멘붕
2724,존나옴
2725,진도
2726,개빨리
2727,나갓어
2728,오늘
2729,게다가
2730,다음
2731,수업
2733,퀴즈임
2734,성호야
2736,미적
2737,던질라고
2739,떵호야
2742,이거
2744,치환해서
2745,푸는
2746,건데
2747,어케
2748,푸냐
2750,이게
2751,말이
2753,계산식
2754,간단하잖아
2755,바보야
2756,충격이다
2757,홍서영
2758,얼마나
2759,공부를
2760,안한거여
2761,성호야
2762,나는
2764,미분하면
2766,지금
2767,알았어
2768,근데
2769,저거
2771,맞아
2773,번째
2775,첫번째
2776,등식
2777,저거
2778,성립해
2779,사실
2780,풀다가
2783,적음
2792,푼거니
2793,인테그랄
2794,루트유
2795,앞에
2797,빠졋네
2798,있어야
2799,뒤에
2800,마이너스
2801,루트유이랑
2802,소거
2803,되지
2804,아니
2805,마이너스
2806,사인
2807,이랑
2808,소거
2809,되지
2811,맞네
2812,그래서
2813,말이
2814,안되
2815,는거구나
2817,고마오
2818,성호야
2819,내가
2820,얼른
2821,코딩
2822,끝내고
2823,미적
2824,공부해서
2826,받아올게
2828,우리
2829,모두
2830,화이
2832,윈윈
2835,요즘
2836,맨날
2837,밤샘다
2840,밤은
2841,안새고
2842,학정에서
2843,산다
2844,고체
2845,과제
2848,성호야
2849,신기한데
2850,누군지
2851,모르겠다
2852,처음은
2853,아이린인가
2854,했는데
2855,뒤에
2856,애들은
2857,첨바
2858,아이즈
2860,라라라
2861,라비앙로즈
2863,예쁘지
2864,성호야
2865,히히
2867,개이쁨
2868,근데
2870,그림
2871,초안은
2872,괜찮앗는데
2873,구체적인
2874,부분이
2876,그러네
2884,어딜
2885,봐서
2886,그냥
2887,벚꽃핀
2888,월임
2890,세종대도
2891,벚꽃
2892,예쁘지
2893,맞다
2894,성호
2895,예쁘게
2896,사진
2898,찌거바
2900,그냥
2901,수업가다
2902,대충
2903,은거임
2904,아니
2906,사진
2908,새내기처럼
2909,찍어봐
2910,매일
2911,도서관에
2912,쳐박혀잇는데
2913,어또케
2914,나두
2915,오늘
2916,학교에서
2917,밤샐듯
2920,전공
2921,몇갠데
2922,그렇게
2923,바빠
2927,전공이
2928,갠가
2929,과제가
2930,미쳤어
2931,공부를
2933,수밖에
2934,없게
2935,만들어
2936,나도
2937,어제
2938,다섯시에
2939,잤다
2941,코딩
2942,코딩
2943,코딩
2944,코딩임
2946,성호
2947,과거
2948,인성
2950,진짜
2951,변함없이
2952,지조
2953,있다는
2954,거임
2962,성호야
2964,메이즈러
2966,너랑
2967,봤지
2968,아닝가
2971,지갑에
2972,이니셜
2973,새겼댔나
2974,아니
2975,그런
2976,갓도
2977,가능해
2978,누구지
2979,그러면
2982,성호야
2986,아니얔
2988,햇으면
2989,잇엇으면
2991,무조건
2992,햇지
2995,뭐라고
2996,할건데
2998,이니셜
3000,이름으로
3001,했겠지
3002,이니셜
3004,이케
3005,아님
3007,이케
3010,어떻게
3011,아닠
3013,고민을
3014,안해봐가
3015,할건데
3016,해봐
3017,재밌잖아
3018,갑자기
3021,그래
3023,아니
3024,이니셜
3025,관련
3026,문제
3027,있어
3028,어떻게
3029,할건데
3030,생각을
3031,안해바
3033,지금
3034,해봐
3037,성호야
3038,근데
3039,그거
3040,알아
3041,에어팟
3043,부터
3044,각인할
3046,있대
3048,몰랐어
3049,대박
3050,놀라워
3062,매사에
3063,신중하기
3064,때문에
3066,예쁜
3068,같아
3070,알지
